line_number,book_number,original_text,verse_normalized,verse_syllabified
9428,19,"Dort unzählige Menschen, und ihrer Städte sind neunzig:",dort unzählige menschen und ihrer städte sind neunzig,dort|un|zäh|li|ge|men|schen|und|ih|rer|städ|te|sind|neun|zig
9429,19,Völker von mancherlei Stamm und mancherlei Sprachen. Es wohnen,völker von mancherlei stamm und mancherlei sprachen es wohnen,völ|ker|von|man|cher|lei|stamm|und|man|cher|lei|spra|chen|es|woh|nen
9430,19,"Dort Achaier, Kydonen und eingeborene Kreter,",dort achaier kydonen und eingeborene kreter,dort|a|chai|er|ky|do|nen|und|ein|ge|bo|re|ne|kre|ter
9431,19,"Dorier, welche sich dreifach verteilet, und edle Pelasger.",dorier welche sich dreifach verteilet und edle pelasger,do|ri|er|wel|che|sich|drei|fach|ver|tei|let|und|ed|le|pe|las|ger
9432,19,"Ihrer Könige Stadt ist Knossos, wo Minos geherrscht hat,",ihrer könige stadt ist knossos wo minos geherrscht hat,ih|rer|kö|ni|ge|stadt|ist|knos|sos|wo|mi|nos|ge|herrscht|hat
9433,19,"Der neunjährig mit Zeus, dem großen Gotte, geredet.",der neunjährig mit zeus dem großen gotte geredet,der|neun|jäh|rig|mit|zeus|dem|gro|ßen|got|te|ge|re|det
9434,19,"Dieser war des edelgesinnten Deukalions Vater,",dieser war des edelgesinnten deukalions vater,die|ser|war|des|edel|ge|sinn|ten|deu|ka|li|ons|va|ter
9435,19,"Meines Vaters, der mich und den König Idomeneus zeugte.",meines vaters der mich und den könig idomeneus zeugte,mei|nes|va|ters|der|mich|und|den|kö|nig|i|do|me|neus|zeug|te
9436,19,Aber Idomeneus fuhr in schöngeschnäbelten Schiffen,aber idomeneus fuhr in schöngeschnäbelten schiffen,a|ber|i|do|me|neus|fuhr|in|schön|ge|schnä|bel|ten|schif|fen
9437,19,Mit den Atreiden gen Troja; denn er ist älter und tapfrer:,mit den atreiden gen troja denn er ist älter und tapfrer,mit|den|a|trei|den|gen|tro|ja|denn|er|ist|äl|ter|und|tapf|rer
9438,19,"Ich bin der jüngere Sohn, und mein rühmlicher Name ist Äthon.",ich bin der jüngere sohn und mein rühmlicher name ist äthon,ich|bin|der|jün|ge|re|sohn|und|mein|rühm|li|cher|na|me|ist|ä|thon
9439,19,"Damals sah ich Odysseus, und gab ihm Geschenke der Freundschaft.",damals sah ich odysseus und gab ihm geschenke der freundschaft,da|mals|sah|ich|o|dys|seus|und|gab|ihm|ge|schen|ke|der|freund|schaft
9440,19,"Denn an Kretas Küste verschlug ihn die heftige Windsbraut,",denn an kretas küste verschlug ihn die heftige windsbraut,denn|an|kre|tas|küs|te|ver|schlug|ihn|die|hef|ti|ge|winds|braut
9441,19,"Als er gen Ilion fuhr, und stürmt' ihn hinweg von Maleia.",als er gen ilion fuhr und stürmt' ihn hinweg von maleia,als|er|gen|ili|on|fuhr|und|stürmt'|ihn|hin|weg|von|ma|leia
9442,19,In des Amnisos gefährlicher Bucht entrann er dem Sturme,in des amnisos gefährlicher bucht entrann er dem sturme,in|des|am|ni|sos|ge|fähr|li|cher|bucht|ent|rann|er|dem|stur|me
9443,19,"Kaum, und ankerte dort bei der Grotte der Eileithya,",kaum und ankerte dort bei der grotte der eileithya,kaum|und|an|ker|te|dort|bei|der|grot|te|der|ei|lei|thy|a
9444,19,"Ging darin gleich in die Stadt, um Idomeneus selber zu sehen;",ging darin gleich in die stadt um idomeneus selber zu sehen,ging|dar|in|gleich|in|die|stadt|um|i|do|me|neus|sel|ber|zu|se|hen
9445,19,Denn er nannt' ihn seinen geliebten und teuersten Gastfreund.,denn er nannt' ihn seinen geliebten und teuersten gastfreund,denn|er|nannt'|ihn|sei|nen|ge|lieb|ten|und|teu|ers|ten|gast|freund
9446,19,"Aber schon zehnmal ging die Sonn' auf, oder schon elfmal,",aber schon zehnmal ging die sonn' auf oder schon elfmal,a|ber|schon|zehn|mal|ging|die|sonn'|auf|o|der|schon|elf|mal
9447,19,Seit Idomeneus war mit den Schiffen gen Troja gesegelt.,seit idomeneus war mit den schiffen gen troja gesegelt,seit|i|do|me|neus|war|mit|den|schif|fen|gen|tro|ja|ge|se|gelt
9448,19,Und ich führte den werten Gast in unsere Wohnung:,und ich führte den werten gast in unsere wohnung,und|ich|führ|te|den|wer|ten|gast|in|un|se|re|woh|nung
9449,19,"Freundlich bewirtet' ich ihn von des Hauses reichlichem Vorrat,",freundlich bewirtet' ich ihn von des hauses reichlichem vorrat,freund|lich|be|wir|tet'|ich|ihn|von|des|hau|ses|reich|li|chem|vor|rat
9450,19,Und versorgte sein Schiff und seiner Reisegefährten,und versorgte sein schiff und seiner reisegefährten,und|ver|sorg|te|sein|schiff|und|sei|ner|rei|se|ge|fähr|ten
9451,19,"Reichlich, auf Kosten des Volks, mit Mehl und funkelndem Weine,",reichlich auf kosten des volks mit mehl und funkelndem weine,reich|lich|auf|kos|ten|des|volks|mit|mehl|und|fun|keln|dem|wei|ne
9452,19,"Und mit gemästeten Rindern, daß ihre Seele sich labte.",und mit gemästeten rindern daß ihre seele sich labte,und|mit|ge|mäs|te|ten|rin|dern|daß|ih|re|see|le|sich|lab|te
9453,19,Und zwölf Tage blieben bei uns die edlen Achaier;,und zwölf tage blieben bei uns die edlen achaier,und|zwölf|ta|ge|blie|ben|bei|uns|die|ed|len|a|chai|er
9454,19,"Denn der gewaltige Nord, den ein zürnender Dämon gesendet,",denn der gewaltige nord den ein zürnender dämon gesendet,denn|der|ge|wal|ti|ge|nord|den|ein|zür|nen|der|dä|mon|ge|sen|det
9455,19,"Wütete, daß man kaum auf dem Lande zu stehen vermochte.",wütete daß man kaum auf dem lande zu stehen vermochte,wü|te|te|daß|man|kaum|auf|dem|lan|de|zu|ste|hen|ver|moch|te
9456,19,"Am dreizehnten ruhte der Sturm, und sie schifften von dannen.",am dreizehnten ruhte der sturm und sie schifften von dannen,am|drei|zehn|ten|ruh|te|der|sturm|und|sie|schiff|ten|von|dan|nen
9457,19,Also täuscht' er die Gattin mit wahrheitgleicher Erdichtung.,also täuscht' er die gattin mit wahrheitgleicher erdichtung,al|so|täuscht'|er|die|gat|tin|mit|wahr|heit|glei|cher|er|dich|tung
9458,19,Aber die horchende Gattin zerfloß in Tränen der Wehmut.,aber die horchende gattin zerfloß in tränen der wehmut,a|ber|die|hor|chen|de|gat|tin|zer|floß|in|trä|nen|der|weh|mut
9459,19,"Wie der Schnee, den der West auf hohen Bergen gehäuft hat,",wie der schnee den der west auf hohen bergen gehäuft hat,wie|der|schnee|den|der|west|auf|ho|hen|ber|gen|ge|häuft|hat
9460,19,Vor dem schmelzenden Hauche des Morgenwindes herabfließt;,vor dem schmelzenden hauche des morgenwindes herabfließt,vor|dem|schmel|zen|den|hau|che|des|mor|gen|win|des|her|ab|fließt
9461,19,Daß von geschmolzenem Schnee die Ströme den Ufern entschwellen:,daß von geschmolzenem schnee die ströme den ufern entschwellen,daß|von|ge|schmol|ze|nem|schnee|die|strö|me|den|u|fern|ent|schwel|len
9462,19,"Also flossen ihr Tränen die schönen Wangen herunter,",also flossen ihr tränen die schönen wangen herunter,al|so|flos|sen|ihr|trä|nen|die|schö|nen|wan|gen|her|un|ter
9463,19,Da sie den nahen Gemahl beweinete. Aber Odysseus,da sie den nahen gemahl beweinete aber odysseus,da|sie|den|na|hen|ge|mahl|be|weine|te|a|ber|o|dys|seus
9464,19,Fühlt' im innersten Herzen den Gram der weinenden Gattin;,fühlt' im innersten herzen den gram der weinenden gattin,fühl|t'|im|in|ners|ten|her|zen|den|gram|der|wei|nen|den|gat|tin
9465,19,"Dennoch standen die Augen wie Horn ihm, oder wie Eisen,",dennoch standen die augen wie horn ihm oder wie eisen,den|noch|stan|den|die|au|gen|wie|horn|ihm|o|der|wie|ei|sen
9466,19,Unbewegt in den Wimpern; denn klüglich hemmt' er die Träne.,unbewegt in den wimpern denn klüglich hemmt' er die träne,un|be|wegt|in|den|wim|pern|denn|klüg|lich|hemmt'|er|die|trä|ne
9467,19,"Und nachdem sie ihr Herz mit vielen Tränen erleichtert,",und nachdem sie ihr herz mit vielen tränen erleichtert,und|nach|dem|sie|ihr|herz|mit|vie|len|trä|nen|er|leich|tert
9468,19,"Da begann sie von neuem, und gab ihm dieses zur Antwort:",da begann sie von neuem und gab ihm dieses zur antwort,da|be|gann|sie|von|neu|em|und|gab|ihm|die|ses|zur|ant|wort
9469,19,"Nun ich muß dich doch ein wenig prüfen, o Fremdling,",nun ich muß dich doch ein wenig prüfen o fremdling,nun|ich|muß|dich|doch|ein|we|nig|prü|fen|o|fremd|ling
9470,19,"Ob du meinen Gemahl auch wirklich, wie du erzählest,",ob du meinen gemahl auch wirklich wie du erzählest,ob|du|mei|nen|ge|mahl|auch|wirk|lich|wie|du|er|zäh|lest
9471,19,Samt den edlen Genossen in deinem Hause bewirtet.,samt den edlen genossen in deinem hause bewirtet,samt|den|ed|len|ge|nos|sen|in|dei|nem|hau|se|be|wir|tet
9472,19,"Sage mir denn, mit welcherlei Kleidern war er bekleidet?",sage mir denn mit welcherlei kleidern war er bekleidet,sa|ge|mir|denn|mit|wel|cher|lei|klei|dern|war|er|be|klei|det
9473,19,Und wie sah er aus? Auch nenne mir seine Begleiter.,und wie sah er aus auch nenne mir seine begleiter,und|wie|sah|er|aus|auch|nen|ne|mir|sei|ne|be|glei|ter
9474,19,Ihr antwortete drauf der erfindungsreiche Odysseus:,ihr antwortete drauf der erfindungsreiche odysseus,ihr|ant|wor|te|te|drauf|der|er|fin|dungs|rei|che|o|dys|seus
9475,19,"Schwer, o Königin, ist es, nach seiner langen Entfernung",schwer o königin ist es nach seiner langen entfernung,schwer|o|kö|ni|gin|ist|es|nach|sei|ner|lan|gen|ent|fer|nung
9476,19,"Ihn so genau zu beschreiben; wir sind schon im zwanzigsten Jahre,",ihn so genau zu beschreiben wir sind schon im zwanzigsten jahre,ihn|so|ge|nau|zu|be|schrei|ben|wir|sind|schon|im|zwan|zigs|ten|jah|re
9477,19,Seit er von dannen zog aus meiner heimischen Insel.,seit er von dannen zog aus meiner heimischen insel,seit|er|von|dan|nen|zog|aus|mei|ner|hei|mi|schen|in|sel
9478,19,"Dennoch will ich dir sagen, so viel mein Geist sich erinnert.",dennoch will ich dir sagen so viel mein geist sich erinnert,den|noch|will|ich|dir|sa|gen|so|viel|mein|geist|sich|er|in|nert
9479,19,Einen zottichten schönen gefütterten Mantel von Purpur,einen zottichten schönen gefütterten mantel von purpur,ei|nen|zot|tich|ten|schö|nen|ge|füt|ter|ten|man|tel|von|pur|pur
9480,19,"Trug der edle Odysseus, mit einer zwiefachgeschloßnen",trug der edle odysseus mit einer zwiefachgeschloßnen,trug|der|ed|le|o|dys|seus|mit|ei|ner|zwie|fach|ge|schloß|nen
9481,19,"Goldenen Spange daran, und vorn gezieret mit Stickwerk.",goldenen spange daran und vorn gezieret mit stickwerk,gol|de|nen|span|ge|da|ran|und|vorn|ge|zie|ret|mit|stick|werk
9482,19,Zwischen den Vorderklauen des gierigblickenden Hundes,zwischen den vorderklauen des gierigblickenden hundes,zwi|schen|den|vor|der|klau|en|des|gie|rig|bli|cken|den|hun|des
9483,19,"Zappelt' ein fleckichtes Rehchen; und alle sahn mit Bewundrung,",zappelt' ein fleckichtes rehchen und alle sahn mit bewundrung,zap|pelt'|ein|fleckich|tes|reh|chen|und|al|le|sahn|mit|be|wun|drung
9484,19,"Wie, aus Golde gebildet, der Hund an der Gurgel das Rehkalb",wie aus golde gebildet der hund an der gurgel das rehkalb,wie|aus|gol|de|ge|bil|det|der|hund|an|der|gur|gel|das|reh|kalb
9485,19,"Hielt, und das ringende Reh zu entfliehn mit den Füßen sich sträubte.",hielt und das ringende reh zu entfliehn mit den füßen sich sträubte,hielt|und|das|rin|gen|de|reh|zu|ent|fliehn|mit|den|fü|ßen|sich|sträub|te
9486,19,Unter dem Mantel bemerkt' ich den wunderköstlichen Leibrock:,unter dem mantel bemerkt' ich den wunderköstlichen leibrock,un|ter|dem|man|tel|be|merkt'|ich|den|wun|der|köst|li|chen|leib|rock
9487,19,"Zart und weich, wie die Schale von einer getrockneten Zwiebel,",zart und weich wie die schale von einer getrockneten zwiebel,zart|und|weich|wie|die|scha|le|von|ei|ner|ge|trock|ne|ten|zwie|bel
9488,19,"War das feine Geweb', und glänzendweiß, wie die Sonne.",war das feine geweb' und glänzendweiß wie die sonne,war|das|fei|ne|ge|we|b'|und|glän|zend|weiß|wie|die|son|ne
9489,19,Wahrlich viele Weiber betrachteten ihn mit Entzücken.,wahrlich viele weiber betrachteten ihn mit entzücken,wahr|lich|vie|le|wei|ber|be|trach|te|ten|ihn|mit|ent|zü|cken
9490,19,"Eines sag' ich dir noch, und du nimm solches zu Herzen!",eines sag' ich dir noch und du nimm solches zu herzen,ei|nes|sag'|ich|dir|noch|und|du|nimm|sol|ches|zu|her|zen
9491,19,Sicher weiß ich es nicht: ob Odysseus die Kleider daheim trug;,sicher weiß ich es nicht ob odysseus die kleider daheim trug,si|cher|weiß|ich|es|nicht|ob|o|dys|seus|die|klei|der|da|heim|trug
9492,19,"Oder ob sie ein Freund ihm mit zu Schiffe gegeben,",oder ob sie ein freund ihm mit zu schiffe gegeben,o|der|ob|sie|ein|freund|ihm|mit|zu|schif|fe|ge|ge|ben
9493,19,"Oder irgend ein Fremdling, der ihn bewirtet. Denn viele",oder irgend ein fremdling der ihn bewirtet denn viele,o|der|ir|gend|ein|fremd|ling|der|ihn|be|wir|tet|denn|vie|le
9494,19,"Waren Odysseus hold, ihm glichen wenig Achaier.",waren odysseus hold ihm glichen wenig achaier,wa|ren|o|dys|seus|hold|ihm|gli|chen|we|nig|a|chai|er
9495,19,"Ich auch schenkt' ihm ein ehernes Schwert, ein gefüttertes schönes",ich auch schenkt' ihm ein ehernes schwert ein gefüttertes schönes,ich|auch|schenkt'|ihm|ein|e|her|nes|schwert|ein|ge|füt|ter|tes|schö|nes
9496,19,"Purpurfarbnes Gewand, und einen passenden Leibrock,",purpurfarbnes gewand und einen passenden leibrock,pur|pur|fa|rb|nes|ge|wand|und|ei|nen|pas|sen|den|leib|rock
9497,19,Und entließ ihn mit Ehren zum schöngebordeten Schiffe.,und entließ ihn mit ehren zum schöngebordeten schiffe,und|ent|ließ|ihn|mit|eh|ren|zum|schön|ge|bor|de|ten|schif|fe
9498,19,Endlich folgte dem Helden ein etwas älterer Herold,endlich folgte dem helden ein etwas älterer herold,end|lich|folg|te|dem|hel|den|ein|et|was|äl|te|rer|he|rold
9499,19,Nach; auch dessen Gestalt will ich dir jetzo beschreiben.,nach auch dessen gestalt will ich dir jetzo beschreiben,nach|auch|des|sen|ge|stalt|will|ich|dir|jet|zo|be|schrei|ben
9500,19,"Bucklicht war er, und schwarz sein Gesicht, und lockicht sein Haupthaar;",bucklicht war er und schwarz sein gesicht und lockicht sein haupthaar,buck|licht|war|er|und|schwarz|sein|ge|sicht|und|lockicht|sein|haupt|haar
9501,19,Und Eurybates hieß er; Odysseus schätzte vor allen,und eurybates hieß er odysseus schätzte vor allen,und|eu|ry|ba|tes|hieß|er|o|dys|seus|schätz|te|vor|al|len
9502,19,"Übrigen Freunden ihn hoch, denn er suchte sein Bestes mit Klugheit.",übrigen freunden ihn hoch denn er suchte sein bestes mit klugheit,üb|ri|gen|freun|den|ihn|hoch|denn|er|such|te|sein|bes|tes|mit|klug|heit
9503,19,"Also sprach er; da hub sie noch heftiger an zu weinen,",also sprach er da hub sie noch heftiger an zu weinen,al|so|sprach|er|da|hub|sie|noch|hef|ti|ger|an|zu|wei|nen
9504,19,"Als sie die Zeichen erkannte, die ihr Odysseus beschrieben.",als sie die zeichen erkannte die ihr odysseus beschrieben,als|sie|die|zei|chen|er|kann|te|die|ihr|o|dys|seus|be|schrie|ben
9505,19,"Und nachdem sie ihr Herz mit vielen Tränen erleichtert,",und nachdem sie ihr herz mit vielen tränen erleichtert,und|nach|dem|sie|ihr|herz|mit|vie|len|trä|nen|er|leich|tert
9506,19,"Da begann sie von neuem, und gab ihm dieses zur Antwort:",da begann sie von neuem und gab ihm dieses zur antwort,da|be|gann|sie|von|neu|em|und|gab|ihm|die|ses|zur|ant|wort
9507,19,"Nun du sollst mir, o Fremdling, so jammervoll du vorhin warst,",nun du sollst mir o fremdling so jammervoll du vorhin warst,nun|du|sollst|mir|o|fremd|ling|so|jam|mer|voll|du|vor|hin|warst
9508,19,Jetzo in meinem Haus auch Lieb' und Ehre genießen!,jetzo in meinem haus auch lieb' und ehre genießen,jet|zo|in|mei|nem|haus|auch|lieb'|und|eh|re|ge|nie|ßen
9509,19,"Denn ich selber gab ihm die Kleider, wovon du erzählest,",denn ich selber gab ihm die kleider wovon du erzählest,denn|ich|sel|ber|gab|ihm|die|klei|der|wo|von|du|er|zäh|lest
9510,19,"Wohlgefügt aus der Kammer, und setzte die goldene Spange",wohlgefügt aus der kammer und setzte die goldene spange,wohl|ge|fügt|aus|der|kam|mer|und|setz|te|die|gol|de|ne|span|ge
9511,19,Ihm zur Zierde daran. Doch niemals werd' ich ihn wieder,ihm zur zierde daran doch niemals werd' ich ihn wieder,ihm|zur|zier|de|da|ran|doch|nie|mals|werd'|ich|ihn|wie|der
9512,19,"Hier im Hause begrüßen, wann er zur Heimat zurückkehrt!",hier im hause begrüßen wann er zur heimat zurückkehrt,hier|im|hau|se|be|grü|ßen|wann|er|zur|hei|mat|zu|rück|kehrt
9513,19,"Zur unseligen Stund' einschiffte mein trauter Odysseus,",zur unseligen stund' einschiffte mein trauter odysseus,zur|un|se|li|gen|stund'|ein|schiff|te|mein|trau|ter|o|dys|seus
9514,19,"Troja zu sehn, die verwünschte, die keiner nennet ohn' Abscheu!",troja zu sehn die verwünschte die keiner nennet ohn' abscheu,tro|ja|zu|sehn|die|ver|wünsch|te|die|kei|ner|nen|net|ohn'|ab|scheu
9515,19,Ihr antwortete drauf der erfindungsreiche Odysseus:,ihr antwortete drauf der erfindungsreiche odysseus,ihr|ant|wor|te|te|drauf|der|er|fin|dungs|rei|che|o|dys|seus
9516,19,"Du ehrwürdiges Weib des Laertiaden Odysseus,",du ehrwürdiges weib des laertiaden odysseus,du|ehr|wür|di|ges|weib|des|laer|tia|den|o|dys|seus
9517,19,"Schone der holden Gestalt und deines Lebens, und jammre",schone der holden gestalt und deines lebens und jammre,scho|ne|der|hol|den|ge|stalt|und|dei|nes|le|bens|und|jamm|re
9518,19,Um den Gemahl nicht länger! Zwar tadeln kann ich den Schmerz nicht:,um den gemahl nicht länger zwar tadeln kann ich den schmerz nicht,um|den|ge|mahl|nicht|län|ger|zwar|ta|deln|kann|ich|den|schmerz|nicht
9519,19,"Denn es weint wohl jegliche Frau, die den Gatten verloren,",denn es weint wohl jegliche frau die den gatten verloren,denn|es|weint|wohl|jeg|li|che|frau|die|den|gat|ten|ver|lo|ren
9520,19,"Ihrer Jugend Gemahl, mit dem sie Kinder gezeugt hat;",ihrer jugend gemahl mit dem sie kinder gezeugt hat,ih|rer|ju|gend|ge|mahl|mit|dem|sie|kin|der|ge|zeugt|hat
9521,19,"Und von Odysseus sagt man, er sei den Unsterblichen ähnlich.",und von odysseus sagt man er sei den unsterblichen ähnlich,und|von|o|dys|seus|sagt|man|er|sei|den|un|sterb|li|chen|ähn|lich
9522,19,"Aber mäßige dich, und höre, was ich dir sage:",aber mäßige dich und höre was ich dir sage,a|ber|mä|ßi|ge|dich|und|hö|re|was|ich|dir|sa|ge
9523,19,"Denn ich will dir die Wahrheit verkünden, und nichts dir verhehlen,",denn ich will dir die wahrheit verkünden und nichts dir verhehlen,denn|ich|will|dir|die|wahr|heit|ver|kün|den|und|nichts|dir|ver|heh|len
9524,19,"Was ich von deines Gemahls Zurückkunft hörte, der jetzo",was ich von deines gemahls zurückkunft hörte der jetzo,was|ich|von|dei|nes|ge|mahls|zu|rück|kunft|hör|te|der|jet|zo
9525,19,Nahe von hier im fetten Gebiet der thesprotischen Männer,nahe von hier im fetten gebiet der thesprotischen männer,na|he|von|hier|im|fet|ten|ge|biet|der|the|spro|ti|schen|män|ner
9526,19,"Lebt. Er kehret mit großem und köstlichem Gute zur Heimat,",lebt er kehret mit großem und köstlichem gute zur heimat,lebt|er|keh|ret|mit|gro|ßem|und|köst|li|chem|gu|te|zur|hei|mat
9527,19,Das ihm die Völker geschenkt. Doch seine lieben Gefährten,das ihm die völker geschenkt doch seine lieben gefährten,das|ihm|die|völ|ker|ge|schenkt|doch|sei|ne|lie|ben|ge|fähr|ten
9528,19,"Und sein rüstiges Schiff verlor er im stürmenden Meere,",und sein rüstiges schiff verlor er im stürmenden meere,und|sein|rüs|ti|ges|schiff|ver|lor|er|im|stür|men|den|mee|re
9529,19,Als er Thrinakiens Ufer verließ; denn es zürnten dem Helden,als er thrinakiens ufer verließ denn es zürnten dem helden,als|er|thri|na|kiens|u|fer|ver|ließ|denn|es|zürn|ten|dem|hel|den
9530,19,"Zeus und der Sonnengott, des Rinder die Seinen geschlachtet.",zeus und der sonnengott des rinder die seinen geschlachtet,zeus|und|der|son|nen|gott|des|rin|der|die|sei|nen|ge|schlach|tet
9531,19,Alle diese versanken im dunkelwogenden Meere.,alle diese versanken im dunkelwogenden meere,al|le|die|se|ver|san|ken|im|dun|kel|wo|gen|den|mee|re
